First Name,Last Name,Email,Gender,Age,Department,Attendance (%),Midterm Score,Final Score,Assignment Average,Quiz Average,Participation Score,Project Score,Total Score,Grade,Study Hours Per Week,Extracurricular Activity,Internet Access,Parent's Education,Family Income,Stress Level
Aditya,Banerjee,aditya.banerjee748@example.com,Other,20,Mechanical,82.17,65.45,68.72,82.66,61.52,97.45,54.15,69.25,C,6,Yes,No,Bachelor,Middle,Low
Ishaan,Das,ishaan.das63@example.com,Female,22,Electronics,74.02,75.55,80.76,74.0,73.31,82.11,73.23,77.01,B,25,No,Yes,Bachelor,High,Medium
Sai,Iyer,sai.iyer118@example.com,Other,25,Electrical,93.93,82.59,85.09,65.34,73.05,75.0,63.93,77.68,B,26,No,Yes,Master,Middle,Medium
Krishna,Nair,krishna.nair13@example.com,Male,25,Civil,83.6,61.94,81.83,64.3,94.63,69.04,78.63,74.55,B,35,Yes,No,PhD,Low,Low
Aarav,Nair,aarav.nair669@example.com,Other,19,Electronics,87.92,61.44,84.79,62.71,91.43,78.14,68.84,74.38,B,11,No,Yes,Master,High,Medium
Saanvi,Tiwari,saanvi.tiwari513@example.com,Other,23,Electrical,77.01,82.13,63.23,67.51,71.34,66.23,97.85,73.02,B,14,No,Yes,Master,Middle,High
Anaya,Kapoor,anaya.kapoor992@example.com,Male,20,Information Technology,74.34,82.47,75.14,65.15,73.93,85.84,73.74,75.75,B,15,No,No,Master,High,High
Saanvi,Tiwari,saanvi.tiwari585@example.com,Male,21,Electrical,91.93,85.32,85.78,70.4,61.04,71.86,78.35,79.45,B,29,Yes,Yes,Bachelor,High,High
Aditya,Saxena,aditya.saxena763@example.com,Male,25,Mechanical,85.46,37.43,71.88,76.58,70.67,90.91,81.06,65.72,C,19,Yes,No,High School,Middle,Low
Anika,Verma,anika.verma248@example.com,Female,18,Civil,93.1,66.76,86.06,91.35,89.74,67.08,72.96,80.14,B,23,Yes,Yes,Diploma,High,High
Diya,Chatterjee,diya.chatterjee378@example.com,Male,19,Civil,76.55,77.34,82.3,66.61,74.81,57.8,93.3,77.83,B,29,No,Yes,Master,High,Low
Diya,Patel,diya.patel497@example.com,Female,23,Information Technology,74.88,70.84,67.36,86.46,39.95,77.83,74.73,69.61,C,6,Yes,No,Diploma,High,Low
Shaurya,Malhotra,shaurya.malhotra704@example.com,Male,22,Electrical,75.46,95.89,58.69,82.72,78.28,90.62,67.99,76.08,B,19,Yes,Yes,Diploma,High,High
Ishaan,Das,ishaan.das929@example.com,Male,17,Data Science,72.67,86.44,78.38,59.55,67.53,81.86,86.05,77.43,B,15,No,No,Diploma,Middle,High
Sai,Verma,sai.verma588@example.com,Other,19,Data Science,73.21,26.29,79.85,62.8,49.79,49.68,85.77,59.98,C,30,Yes,No,Master,Middle,Low
Aarav,Iyer,aarav.iyer147@example.com,Other,22,Mechanical,81.29,66.62,92.84,81.37,93.4,64.07,75.59,81.45,B,15,Yes,No,Bachelor,High,High
Krishna,Joshi,krishna.joshi276@example.com,Other,19,Computer Science,63.83,66.56,68.27,81.27,74.55,84.23,84.44,72.84,B,25,Yes,No,Bachelor,High,High
Saanvi,Patel,saanvi.patel988@example.com,Other,23,Information Technology,100.0,65.27,57.88,77.46,64.37,92.82,72.6,66.53,C,20,Yes,Yes,Diploma,Low,High
Anika,Patel,anika.patel740@example.com,Male,18,Computer Science,74.34,62.93,82.78,73.42,66.3,94.65,65.73,73.65,B,35,No,Yes,PhD,High,Low
Diya,Reddy,diya.reddy568@example.com,Female,25,Mechanical,80.36,79.78,47.53,79.8,61.34,86.23,64.45,65.44,C,24,Yes,No,Diploma,Low,Low
Siya,Banerjee,siya.banerjee333@example.com,Other,24,Information Technology,86.93,86.59,84.92,77.51,71.22,72.24,93.65,83.1,B,33,Yes,Yes,High School,High,Medium
Reyansh,Pandey,reyansh.pandey375@example.com,Male,24,Data Science,73.01,54.44,81.98,67.04,62.6,63.56,70.21,68.82,C,14,Yes,No,Master,High,Medium
Vivaan,Kapoor,vivaan.kapoor88@example.com,Male,22,Mechanical,79.17,73.65,86.27,80.27,71.71,76.02,82.12,79.83,B,27,Yes,No,High School,High,Medium
Ishaan,Sharma,ishaan.sharma635@example.com,Other,23,Data Science,92.73,71.89,64.96,65.07,56.66,84.66,82.94,68.66,C,20,No,Yes,Diploma,High,Low
Reyansh,Pandey,reyansh.pandey591@example.com,Other,20,Computer Science,85.77,68.07,93.1,70.16,85.46,77.61,68.7,79.42,B,27,No,No,PhD,Middle,Medium
Krishna,Kumar,krishna.kumar765@example.com,Female,21,Computer Science,85.93,76.14,77.35,75.81,73.55,100.0,90.21,78.86,B,24,Yes,Yes,Master,Middle,Low
Anika,Chatterjee,anika.chatterjee850@example.com,Other,24,Electronics,87.23,71.68,87.11,80.18,74.31,74.96,75.03,79.12,B,14,No,No,Master,Low,High
Siya,Sharma,siya.sharma186@example.com,Male,24,Civil,48.3,73.16,64.67,90.93,74.23,66.11,75.4,72.83,B,18,Yes,Yes,PhD,Low,Low
Atharv,Tiwari,atharv.tiwari137@example.com,Other,19,Electrical,69.54,77.1,76.36,84.58,64.51,78.34,59.62,75.02,B,20,Yes,No,PhD,Low,Low
Navya,Mehta,navya.mehta778@example.com,Other,22,Information Technology,87.01,77.78,79.44,75.02,78.98,94.04,72.58,78.36,B,16,No,Yes,Bachelor,Low,Low
Aditya,Kumar,aditya.kumar124@example.com,Female,21,Data Science,81.39,53.71,58.98,75.98,87.25,75.44,73.17,65.28,C,19,Yes,Yes,Master,Middle,Low
Sai,Mehta,sai.mehta649@example.com,Other,24,Electrical,75.93,61.98,76.42,60.03,89.37,71.35,84.66,72.22,B,17,No,No,Diploma,High,Low
Aarav,Kapoor,aarav.kapoor151@example.com,Male,20,Mechanical,67.3,80.03,82.08,78.84,62.07,80.5,61.8,76.97,B,17,No,Yes,Diploma,Low,Low
Aditya,Nair,aditya.nair111@example.com,Male,19,Data Science,77.47,85.44,83.95,75.15,62.3,84.46,76.23,80.09,B,6,Yes,No,Master,Low,Medium
Diya,Kapoor,diya.kapoor931@example.com,Male,23,Computer Science,56.8,81.74,71.64,87.02,60.86,46.23,79.35,74.89,B,9,No,Yes,High School,Middle,Medium
Anaya,Das,anaya.das391@example.com,Other,20,Computer Science,82.92,44.64,57.32,100.0,70.33,85.31,68.19,64.34,C,29,No,Yes,High School,Low,High
Reyansh,Reddy,reyansh.reddy41@example.com,Female,21,Information Technology,59.1,67.45,68.02,71.0,72.62,80.64,74.2,70.03,B,28,No,No,High School,High,Low
Reyansh,Kumar,reyansh.kumar394@example.com,Male,17,Electrical,67.36,77.29,42.76,54.5,82.87,83.07,75.31,62.44,C,11,Yes,No,Master,Low,Low
Myra,Verma,myra.verma869@example.com,Other,17,Data Science,66.05,59.38,68.06,59.04,65.13,84.52,93.13,67.57,C,28,Yes,No,Bachelor,High,Medium
Atharv,Tiwari,atharv.tiwari718@example.com,Male,24,Civil,75.81,81.35,43.29,81.59,64.35,81.07,73.03,65.52,C,21,Yes,Yes,PhD,Low,Low
Anika,Malhotra,anika.malhotra120@example.com,Male,17,Electrical,93.2,56.88,81.41,72.2,72.1,76.16,65.85,71.15,B,28,No,Yes,Bachelor,Low,Low
Aditya,Mehta,aditya.mehta772@example.com,Male,18,Data Science,79.86,69.06,75.62,75.85,83.58,87.24,63.39,74.17,B,14,Yes,Yes,PhD,Low,High
Reyansh,Banerjee,reyansh.banerjee371@example.com,Other,17,Data Science,88.69,52.2,80.82,81.2,51.06,78.93,70.38,69.61,C,7,No,No,Diploma,High,Low
Aditya,Chatterjee,aditya.chatterjee632@example.com,Male,18,Data Science,72.41,90.26,62.19,66.94,74.91,84.86,74.3,73.54,B,6,Yes,No,Master,High,High
Krishna,Verma,krishna.verma81@example.com,Female,22,Computer Science,91.66,77.96,39.33,69.71,67.26,82.79,44.5,59.03,C,9,Yes,Yes,PhD,Middle,Medium
Pari,Mehta,pari.mehta598@example.com,Male,24,Information Technology,100.0,77.97,74.23,86.82,100.0,86.71,87.39,81.57,B,12,Yes,Yes,Bachelor,High,High
Sai,Mehta,sai.mehta125@example.com,Female,22,Data Science,81.31,67.88,64.86,66.74,65.76,64.49,75.09,66.99,C,11,No,No,Master,Middle,Medium
Siya,Reddy,siya.reddy603@example.com,Other,21,Electrical,63.15,72.86,71.46,76.47,67.73,100.0,92.32,75.7,B,17,No,Yes,Diploma,Middle,Low
Riya,Verma,riya.verma294@example.com,Female,18,Computer Science,67.55,73.49,62.88,64.86,57.92,82.32,67.82,66.8,C,30,No,Yes,High School,Low,Low
Riya,Yadav,riya.yadav285@example.com,Other,19,Mechanical,89.68,84.91,92.61,66.48,79.7,84.32,70.31,82.83,B,19,Yes,Yes,Master,Middle,Medium
Sai,Sharma,sai.sharma25@example.com,Female,21,Electrical,72.28,94.14,75.41,81.36,64.14,65.81,69.17,78.75,B,32,No,Yes,Master,Middle,Low
Pari,Joshi,pari.joshi276@example.com,Male,24,Electrical,78.76,54.04,71.85,58.11,60.56,84.71,83.25,65.99,C,17,Yes,No,High School,High,Low
Anika,Banerjee,anika.banerjee580@example.com,Female,22,Electronics,76.08,54.73,56.59,71.27,81.73,87.28,70.04,63.72,C,10,No,Yes,High School,High,Low
Diya,Kapoor,diya.kapoor662@example.com,Other,17,Mechanical,68.47,74.02,59.65,69.82,89.9,86.27,77.9,70.95,B,24,No,No,Master,Low,Low
Myra,Verma,myra.verma408@example.com,Other,24,Computer Science,67.28,73.17,87.94,71.24,90.21,90.93,95.96,82.92,B,20,Yes,Yes,PhD,High,Low
Aditya,Yadav,aditya.yadav352@example.com,Other,19,Information Technology,83.05,78.81,93.21,79.47,67.99,73.51,78.86,82.61,B,21,Yes,Yes,Diploma,High,Medium
Reyansh,Patel,reyansh.patel653@example.com,Male,23,Electronics,67.09,67.85,88.45,53.09,92.41,89.22,70.48,76.63,B,7,Yes,No,PhD,High,Low
Aarav,Patel,aarav.patel623@example.com,Other,21,Civil,85.43,70.05,90.45,84.83,57.2,83.87,73.53,79.16,B,26,Yes,No,Master,High,Medium
Riya,Pandey,riya.pandey676@example.com,Female,24,Electronics,80.83,59.08,98.22,85.4,65.12,64.65,71.37,78.84,B,17,Yes,No,Diploma,Middle,High
Vivaan,Pandey,vivaan.pandey25@example.com,Male,22,Information Technology,84.35,73.6,90.8,82.9,85.63,81.27,59.33,81.17,B,13,Yes,No,PhD,Middle,Low
Siya,Reddy,siya.reddy335@example.com,Female,19,Civil,78.04,85.9,71.23,80.03,70.18,67.7,74.52,76.26,B,15,Yes,Yes,High School,High,High
Riya,Verma,riya.verma774@example.com,Other,22,Electronics,83.09,60.16,68.46,65.61,87.43,75.06,93.43,70.68,B,21,No,No,PhD,Low,Medium
Atharv,Sharma,atharv.sharma553@example.com,Male,22,Information Technology,95.29,68.78,56.87,54.14,56.34,64.26,92.54,63.32,C,5,Yes,Yes,Bachelor,Middle,Medium
Riya,Das,riya.das862@example.com,Male,19,Computer Science,81.16,75.84,38.69,63.02,84.64,80.87,74.23,61.89,C,29,Yes,Yes,High School,Middle,Low
Ishaan,Malhotra,ishaan.malhotra419@example.com,Other,23,Computer Science,85.65,94.54,68.68,75.69,76.31,100.0,50.81,76.74,B,7,No,Yes,PhD,Middle,High
Anaya,Tiwari,anaya.tiwari688@example.com,Female,17,Data Science,86.83,68.28,80.5,68.43,73.41,85.11,100.0,77.11,B,16,Yes,No,High School,Low,High
Shaurya,Patel,shaurya.patel665@example.com,Male,24,Information Technology,88.08,57.28,65.64,70.47,52.45,74.7,84.79,65.32,C,12,No,No,High School,High,Medium
Siya,Saxena,siya.saxena856@example.com,Female,20,Electronics,67.26,85.73,79.32,67.66,72.3,93.98,84.8,79.75,B,22,Yes,No,Bachelor,Low,High
Vivaan,Sharma,vivaan.sharma469@example.com,Female,18,Electrical,80.09,66.43,73.15,69.88,48.74,98.42,77.86,70.28,B,17,No,Yes,Master,Low,High
Sai,Mehta,sai.mehta93@example.com,Female,19,Mechanical,83.98,69.13,60.97,73.14,54.81,100.0,61.19,66.19,C,31,Yes,No,PhD,High,Low
Anika,Yadav,anika.yadav568@example.com,Female,22,Civil,69.68,63.4,91.32,75.15,59.17,90.54,84.77,78.0,B,28,No,No,Bachelor,High,Low
Saanvi,Kapoor,saanvi.kapoor590@example.com,Female,19,Civil,85.38,80.74,100.0,96.85,65.76,94.24,80.6,89.06,A,32,No,No,Master,Middle,Low
Reyansh,Tiwari,reyansh.tiwari346@example.com,Male,18,Civil,84.99,44.62,69.44,66.87,83.94,88.71,51.11,63.43,C,22,Yes,Yes,PhD,Low,Low
Myra,Chatterjee,myra.chatterjee60@example.com,Male,17,Mechanical,79.78,86.83,69.2,82.29,78.21,81.42,72.74,77.44,B,10,No,No,High School,High,Medium
Arjun,Banerjee,arjun.banerjee17@example.com,Female,24,Electrical,67.83,53.18,82.64,75.19,72.34,73.76,72.34,71.65,B,26,No,Yes,PhD,High,Low
Diya,Yadav,diya.yadav581@example.com,Other,18,Information Technology,90.47,64.97,51.88,82.44,71.54,78.31,95.29,67.37,C,30,Yes,Yes,High School,Low,High
Saanvi,Patel,saanvi.patel772@example.com,Female,20,Data Science,79.79,74.34,54.32,72.8,81.31,62.45,78.41,67.61,C,27,Yes,No,Bachelor,Middle,Low
Ishaan,Kumar,ishaan.kumar535@example.com,Female,19,Electrical,81.01,70.62,87.56,78.34,91.74,68.06,77.63,80.39,B,16,No,Yes,Diploma,Middle,High
Pari,Reddy,pari.reddy975@example.com,Other,22,Electronics,80.84,53.96,86.34,98.25,73.8,83.05,77.01,77.68,B,12,No,Yes,Bachelor,Low,Medium
Aarav,Joshi,aarav.joshi591@example.com,Male,17,Mechanical,72.86,42.69,61.41,61.08,94.45,76.85,71.85,61.8,C,22,No,Yes,Diploma,High,Medium
Atharv,Malhotra,atharv.malhotra418@example.com,Male,19,Civil,88.89,53.17,60.5,75.68,86.35,83.02,78.98,66.5,C,32,Yes,No,Diploma,High,Low
Saanvi,Kumar,saanvi.kumar641@example.com,Male,17,Data Science,80.78,76.0,75.02,64.7,74.55,67.26,76.97,73.48,B,14,Yes,No,Diploma,Low,Medium
Atharv,Banerjee,atharv.banerjee811@example.com,Other,18,Data Science,75.19,100.0,71.4,60.96,72.39,83.19,96.08,80.14,B,30,No,Yes,Master,Low,High
Siya,Iyer,siya.iyer808@example.com,Female,23,Data Science,74.11,46.26,84.25,61.19,68.77,75.42,75.16,68.4,C,10,No,No,PhD,High,Low
Diya,Kapoor,diya.kapoor734@example.com,Female,18,Civil,86.89,59.75,67.89,74.86,75.8,78.98,81.23,69.58,C,6,No,No,Bachelor,Low,Medium
Sai,Sharma,sai.sharma85@example.com,Male,23,Data Science,88.44,75.89,78.8,59.18,74.6,82.8,84.75,75.51,B,26,No,No,High School,Middle,High
Anika,Reddy,anika.reddy399@example.com,Female,17,Electrical,73.08,60.11,63.39,80.36,86.41,73.93,86.9,70.3,B,33,No,Yes,Diploma,Low,Medium
Vivaan,Saxena,vivaan.saxena817@example.com,Other,25,Electrical,81.23,68.14,68.83,82.47,77.91,100.0,65.77,72.86,B,21,Yes,Yes,Bachelor,Middle,Medium
Shaurya,Mehta,shaurya.mehta800@example.com,Female,18,Electronics,85.18,62.06,58.96,74.89,75.65,100.0,73.79,67.33,C,35,Yes,No,PhD,High,Low
Reyansh,Banerjee,reyansh.banerjee95@example.com,Other,23,Information Technology,68.7,74.1,40.88,74.08,74.19,85.95,87.68,64.43,C,23,No,Yes,Bachelor,Low,Low
Aadhya,Tiwari,aadhya.tiwari25@example.com,Male,20,Data Science,74.96,67.74,60.51,63.72,77.72,65.26,71.02,65.81,C,24,No,Yes,PhD,Low,Medium
Shaurya,Kumar,shaurya.kumar985@example.com,Other,20,Electronics,70.05,78.25,99.02,61.98,51.76,76.75,76.19,80.15,B,18,Yes,No,High School,Middle,Medium
Sai,Sharma,sai.sharma4@example.com,Female,19,Computer Science,82.19,63.31,68.99,78.68,86.49,58.45,71.57,70.5,B,6,Yes,No,High School,Middle,High
Ishaan,Kapoor,ishaan.kapoor429@example.com,Female,18,Electronics,82.14,56.23,97.97,68.65,73.5,83.56,68.9,77.06,B,20,Yes,No,Diploma,High,High
Arjun,Patel,arjun.patel714@example.com,Male,25,Data Science,61.53,63.57,87.44,71.63,63.84,87.26,72.03,75.19,B,18,No,No,High School,Low,High
Anaya,Patel,anaya.patel660@example.com,Female,25,Civil,74.9,72.24,83.56,98.82,83.93,89.6,69.93,81.99,B,20,Yes,No,Bachelor,Middle,Low
Shaurya,Nair,shaurya.nair917@example.com,Other,24,Computer Science,69.74,70.93,73.61,64.21,71.9,81.99,80.32,72.45,B,21,No,No,Master,High,High
Siya,Joshi,siya.joshi964@example.com,Female,18,Electronics,85.04,74.36,64.39,69.86,59.61,95.85,76.16,69.98,C,23,No,Yes,High School,High,Low
Diya,Patel,diya.patel381@example.com,Male,24,Mechanical,77.75,56.07,100.0,64.27,68.85,82.16,83.2,77.97,B,18,Yes,Yes,High School,Low,Medium
Navya,Pandey,navya.pandey595@example.com,Other,24,Electrical,89.58,97.11,79.59,64.44,70.92,81.08,100.0,82.95,B,17,Yes,Yes,PhD,High,High
Atharv,Gupta,atharv.gupta458@example.com,Male,19,Electrical,66.02,88.04,74.7,83.38,72.78,69.58,85.01,79.92,B,12,No,No,Diploma,Low,Medium
Myra,Das,myra.das401@example.com,Other,24,Electronics,86.54,84.58,71.8,69.0,55.29,86.19,81.09,74.57,B,34,Yes,Yes,Master,Middle,High
Krishna,Kapoor,krishna.kapoor821@example.com,Female,21,Electrical,70.34,61.92,65.0,60.17,64.19,66.66,71.05,64.11,C,24,No,No,PhD,High,High
Arjun,Malhotra,arjun.malhotra237@example.com,Male,21,Mechanical,72.61,45.59,100.0,87.53,64.65,80.72,81.01,78.13,B,16,Yes,No,Master,Middle,High
Anika,Pandey,anika.pandey1@example.com,Female,17,Electrical,91.91,57.72,88.38,69.52,57.97,85.24,91.49,75.0,B,20,No,Yes,Master,Low,Medium
Anaya,Verma,anaya.verma218@example.com,Male,21,Information Technology,100.0,52.0,82.48,70.9,83.4,63.3,60.85,70.1,B,8,Yes,No,Bachelor,High,Medium
Myra,Kumar,myra.kumar976@example.com,Male,17,Electronics,72.24,71.18,62.38,81.59,86.32,84.0,95.43,74.24,B,27,No,Yes,High School,High,High
Saanvi,Pandey,saanvi.pandey911@example.com,Female,25,Electronics,84.16,51.75,92.45,68.95,84.93,93.74,81.48,76.96,B,8,Yes,No,Master,Middle,Low
Aditya,Yadav,aditya.yadav773@example.com,Other,25,Electronics,65.04,56.23,91.84,73.31,74.95,85.59,84.36,77.41,B,11,No,Yes,High School,Low,Medium
Saanvi,Patel,saanvi.patel812@example.com,Male,23,Electrical,82.79,66.87,67.31,83.58,80.64,75.43,88.99,73.55,B,32,No,No,Diploma,High,Medium
Siya,Banerjee,siya.banerjee356@example.com,Other,20,Information Technology,78.71,57.23,60.62,65.21,70.73,90.34,66.34,63.53,C,5,Yes,Yes,Bachelor,High,Low
Diya,Kapoor,diya.kapoor727@example.com,Other,18,Information Technology,81.88,60.15,68.1,59.9,71.35,76.06,82.48,67.04,C,10,Yes,No,Bachelor,Middle,Low
Shaurya,Patel,shaurya.patel7@example.com,Other,17,Electronics,82.23,52.02,88.26,77.1,76.38,77.91,69.79,73.98,B,34,Yes,No,High School,Middle,Medium
Reyansh,Mehta,reyansh.mehta657@example.com,Male,22,Civil,82.18,77.13,45.8,69.61,70.94,80.56,90.32,65.91,C,30,Yes,No,High School,Middle,Medium
Reyansh,Tiwari,reyansh.tiwari518@example.com,Female,21,Information Technology,72.28,62.53,64.31,66.98,69.83,85.71,63.35,65.79,C,29,Yes,No,PhD,Low,Low
Pari,Iyer,pari.iyer293@example.com,Other,19,Information Technology,84.28,44.47,63.58,71.71,94.1,75.25,49.59,62.26,C,11,No,Yes,PhD,High,High
Ishaan,Chatterjee,ishaan.chatterjee678@example.com,Male,19,Electrical,60.01,70.51,81.21,78.75,76.01,89.62,69.52,76.9,B,27,No,No,High School,High,Low
Vivaan,Verma,vivaan.verma970@example.com,Other,18,Mechanical,88.95,45.52,58.43,56.93,70.7,77.54,77.37,59.05,C,13,Yes,Yes,Bachelor,High,Low
Vivaan,Kapoor,vivaan.kapoor528@example.com,Male,23,Civil,80.62,56.09,69.15,60.03,90.36,74.96,70.13,67.02,C,17,Yes,No,Diploma,High,Low
Anaya,Iyer,anaya.iyer952@example.com,Other,20,Information Technology,95.89,51.37,55.12,64.04,73.19,82.32,84.88,61.66,C,24,Yes,No,High School,Low,High
Saanvi,Singh,saanvi.singh558@example.com,Male,24,Mechanical,100.0,36.26,81.13,69.43,66.96,71.8,65.09,64.67,C,33,Yes,Yes,Master,High,Low
Aditya,Gupta,aditya.gupta162@example.com,Other,18,Electronics,96.85,82.63,72.35,88.51,55.85,64.69,49.86,73.06,B,8,No,Yes,Diploma,Middle,Low
Shaurya,Nair,shaurya.nair430@example.com,Male,22,Mechanical,73.01,72.43,73.54,76.49,57.07,86.03,78.88,73.22,B,25,Yes,Yes,Bachelor,High,High
Riya,Singh,riya.singh158@example.com,Female,19,Electrical,87.33,41.61,76.67,63.12,69.23,83.34,77.09,65.51,C,27,No,No,PhD,Low,Medium
Ishaan,Yadav,ishaan.yadav218@example.com,Other,25,Computer Science,71.48,70.09,49.03,86.5,71.54,89.19,69.68,66.24,C,32,Yes,No,Diploma,High,High
Atharv,Tiwari,atharv.tiwari836@example.com,Other,24,Electrical,74.76,58.54,85.14,67.91,81.74,74.18,52.29,71.73,B,30,No,Yes,Diploma,Low,High
Aarav,Pandey,aarav.pandey347@example.com,Female,21,Computer Science,74.3,52.31,72.51,63.1,85.11,77.09,73.87,67.67,C,7,No,Yes,PhD,High,High
Aditya,Yadav,aditya.yadav591@example.com,Other,19,Information Technology,86.56,84.46,71.7,67.29,52.71,71.14,68.59,71.99,B,23,Yes,Yes,Bachelor,High,Medium
Riya,Chatterjee,riya.chatterjee872@example.com,Other,18,Data Science,81.07,64.82,82.32,68.87,73.32,89.84,80.1,75.18,B,6,No,No,PhD,High,High
Ishaan,Yadav,ishaan.yadav187@example.com,Other,18,Electronics,79.4,60.97,62.5,66.49,67.51,85.56,73.34,65.45,C,18,No,Yes,PhD,Low,Low
Aditya,Saxena,aditya.saxena815@example.com,Female,23,Electrical,66.5,96.52,76.8,60.93,68.7,79.11,96.46,80.62,B,35,Yes,No,Diploma,Low,Low
Vivaan,Malhotra,vivaan.malhotra510@example.com,Male,18,Computer Science,68.92,84.64,92.99,68.71,70.67,67.64,73.56,81.82,B,16,Yes,No,Master,High,Medium
Shaurya,Chatterjee,shaurya.chatterjee583@example.com,Male,25,Electrical,79.63,79.89,88.35,67.52,50.39,77.79,79.52,77.91,B,21,No,No,Diploma,Low,High
Reyansh,Reddy,reyansh.reddy108@example.com,Female,24,Computer Science,82.49,65.1,73.87,90.15,78.58,74.27,70.0,74.22,B,19,Yes,No,Diploma,Middle,Low
Aditya,Singh,aditya.singh926@example.com,Other,24,Electrical,78.3,94.55,69.25,74.8,68.21,88.99,99.52,80.32,B,13,No,Yes,Diploma,Middle,Medium
Navya,Iyer,navya.iyer127@example.com,Other,18,Electronics,84.51,71.24,72.55,51.16,82.94,79.34,81.14,71.25,B,35,Yes,Yes,Master,Low,High
Atharv,Iyer,atharv.iyer46@example.com,Other,24,Civil,72.89,64.23,65.83,85.22,69.45,98.83,81.17,71.89,B,16,No,Yes,High School,Low,High
Riya,Kumar,riya.kumar865@example.com,Male,22,Mechanical,67.24,68.07,62.22,53.06,93.19,85.03,82.4,68.57,C,16,Yes,Yes,Diploma,Low,Low
Siya,Malhotra,siya.malhotra206@example.com,Female,19,Information Technology,81.65,49.27,64.75,83.42,61.39,52.68,73.27,63.59,C,30,Yes,Yes,Master,Middle,Low
Anaya,Tiwari,anaya.tiwari291@example.com,Male,20,Data Science,78.58,72.03,82.93,81.38,77.11,89.96,57.77,77.23,B,26,Yes,No,High School,Middle,Medium
Sai,Patel,sai.patel896@example.com,Male,23,Information Technology,85.05,79.4,53.41,59.97,65.05,71.38,85.04,66.12,C,17,Yes,Yes,Diploma,Low,Low
Navya,Banerjee,navya.banerjee729@example.com,Male,17,Computer Science,73.85,57.15,62.83,86.19,74.16,76.21,74.68,67.9,C,20,No,Yes,PhD,Low,Medium
Ishaan,Patel,ishaan.patel492@example.com,Male,17,Information Technology,92.92,58.76,91.73,77.1,72.07,100.0,63.33,76.9,B,24,Yes,No,Diploma,High,High
Aadhya,Yadav,aadhya.yadav544@example.com,Other,17,Electrical,76.46,51.51,86.29,91.89,94.04,90.24,73.63,78.14,B,27,No,No,PhD,Low,Low
Anaya,Nair,anaya.nair72@example.com,Female,23,Electronics,76.35,44.93,100.0,79.69,68.1,91.28,64.33,75.99,B,10,No,No,Master,Low,Medium
Navya,Kapoor,navya.kapoor989@example.com,Female,19,Electrical,84.07,67.41,81.58,74.36,56.59,78.76,88.59,75.02,B,17,Yes,Yes,Bachelor,High,Medium
Atharv,Sharma,atharv.sharma749@example.com,Female,18,Civil,79.71,81.63,56.32,74.74,66.51,85.47,76.38,69.89,C,29,Yes,Yes,High School,Middle,Low
Aditya,Kumar,aditya.kumar430@example.com,Male,20,Computer Science,86.9,86.32,82.37,77.73,62.02,77.97,69.6,79.13,B,6,Yes,Yes,PhD,High,Low
Sai,Kumar,sai.kumar766@example.com,Female,21,Information Technology,76.56,64.38,57.3,55.43,65.98,79.93,59.82,61.04,C,15,No,No,High School,Middle,High
Anaya,Saxena,anaya.saxena969@example.com,Male,19,Civil,80.16,98.5,87.35,91.44,78.69,89.68,67.31,88.0,A,17,Yes,No,High School,Low,Low
Ishaan,Pandey,ishaan.pandey726@example.com,Male,21,Data Science,73.56,28.91,89.79,90.4,67.36,75.46,66.95,69.42,C,7,No,No,PhD,High,Medium
Ishaan,Iyer,ishaan.iyer672@example.com,Other,23,Computer Science,83.83,86.87,45.86,79.09,70.68,79.13,81.51,68.81,C,12,No,No,Bachelor,High,Low
Saanvi,Gupta,saanvi.gupta869@example.com,Other,22,Electrical,78.12,68.45,68.79,84.7,79.03,80.21,60.75,71.88,B,29,No,No,High School,High,Low
Anika,Pandey,anika.pandey693@example.com,Male,18,Computer Science,76.21,83.48,72.57,81.6,95.2,88.39,77.12,80.16,B,33,No,Yes,Diploma,Low,High
Reyansh,Banerjee,reyansh.banerjee625@example.com,Other,22,Civil,74.89,31.7,69.47,71.74,78.68,76.46,72.16,61.91,C,25,Yes,No,Diploma,High,Low
Navya,Singh,navya.singh409@example.com,Female,20,Information Technology,62.21,55.9,79.15,92.16,72.83,81.28,87.43,75.59,B,14,Yes,Yes,Diploma,Low,Low
Navya,Malhotra,navya.malhotra520@example.com,Other,22,Civil,71.89,75.5,60.89,83.65,75.82,80.98,66.61,71.03,B,18,Yes,Yes,High School,High,Medium
Navya,Iyer,navya.iyer8@example.com,Female,20,Civil,87.07,100.0,56.88,71.6,76.78,85.86,69.29,74.55,B,15,Yes,Yes,Master,High,Medium
Shaurya,Singh,shaurya.singh39@example.com,Female,21,Electrical,51.67,90.39,83.41,57.57,66.71,93.68,93.37,81.12,B,31,No,Yes,High School,Middle,Medium
Siya,Kumar,siya.kumar572@example.com,Female,18,Information Technology,89.39,67.36,73.24,73.69,87.54,69.24,66.33,72.38,B,6,Yes,Yes,High School,Low,Low
Pari,Saxena,pari.saxena404@example.com,Male,22,Civil,90.1,69.33,92.68,68.28,73.34,68.78,76.09,78.4,B,20,No,Yes,PhD,Middle,High
Saanvi,Patel,saanvi.patel425@example.com,Male,18,Electronics,65.21,62.69,50.46,81.94,82.6,60.7,92.01,66.12,C,25,Yes,No,PhD,Low,Low
